suspect	candidate	pages	second_saw_suspect	second_saw_candidate	verdict	prior_confidence
ΕΠΙΚΕΙΜΕΝΟΣ	ΕΠΙΚΕΙΜΕΝΕΣ	0026b	0	0	unseen	low
ΣΙΟΥΡΔΑΣ	ΣΤΟΥΡΔΑΣ	0144a	0	0	unseen	low
ΓΑΖΙΑ	ΓΑΣΙΑ	0006a	1	0	suspect	low
ΓΑΖΙΑ	ΡΑΖΙΑ	0006a	1	0	suspect	low
ΕΞΑΣΦΑΛΙΣΕΙ	ΕΞΑΣΦΑΛΙΖΕΙ	0006a	0	0	unseen	low
ΔΡΥΟΣ	ΔΡΥΕΣ	0006a	0	0	unseen	low
ΑΠΟΡΕΣ	ΑΓΟΡΕΣ	0006a	0	0	unseen	low
ΗΛΕΚΤΡΙΚΟΣ	ΗΛΕΚΤΡΙΚΕΣ	0062a	1	0	suspect	low
ΣΤΟΛΙΣΟΥΝ	ΣΤΟΛΙΖΟΥΝ	0109a	0	0	unseen	low
ΛΙΑΚΟΥ	ΔΙΑΚΟΥ	0018b	0	0	unseen	low
ΜΑΤΑΙΕ	ΜΑΤΑΙΟ	0007b	0	0	unseen	low
ΣΥΛΛΟΓΙΚΕΣ	ΣΥΛΛΟΓΙΚΟΣ	0008a	1	0	suspect	low
ΛΟΓΤΑΝΙΚΟΣ	ΛΟΓΙΑΝΙΚΟΣ	0078a	0	0	unseen	low
ΑΟΓΙΑΝΙΚΟΣ	ΛΟΓΙΑΝΙΚΟΣ	0017b	0	0	unseen	low
ΧΑΜΕΝΗ	ΚΑΜΕΝΗ	0008a	1	0	suspect	low
ΣΥΝΗΘΙΣΕ	ΣΥΝΗΘΙΖΕ	0008a	0	0	unseen	low
ΚΟΙΛΑΔΕΣ	ΚΟΙΛΑΔΟΣ	0009a	0	0	unseen	low
ΧΤΥΠΑ	ΚΤΥΠΑ	0009a	0	0	unseen	low
ΚΤΙΣΤΕΣ	ΧΤΙΣΤΕΣ	0009a	0	0	unseen	low
ΠΟΛΥΤΙΜΟΣ	ΠΟΛΥΤΙΜΕΣ	0090a	1	0	suspect	low
ΛΙΓΟΣ	ΛΙΠΟΣ	0165a	1	0	suspect	low
ΕΠΑΙΞΑΝ	ΕΠΑΙΖΑΝ	0143a	0	0	unseen	low
ΗΛΙΚΙΩΜΕΝΕΣ	ΗΛΙΚΙΩΜΕΝΟΣ	0087a	0	0	unseen	low
ΟΡΙΖΕ	ΟΡΙΣΕ	0020a	0	0	unseen	low
ΧΑΙΔΕΥΕΙ	ΧΑΙΔΕΨΕΙ	0010b	0	0	unseen	low
ΚΟΙΤΑΞΕ	ΚΟΙΤΑΖΕ	0010b	0	0	unseen	low
ΔΡΟΣΙΣΕΙ	ΔΡΟΣΙΖΕΙ	0045a	0	0	unseen	low
ΝΑΝΟΣ	ΜΑΝΟΣ	0090a	1	0	suspect	low
ΔΙΑΤΕΘΟ	ΔΙΑΤΕΘΕ	0162a	0	0	unseen	low
ΧΑΛΑΕΙ	ΧΑΛΑΖΙ	0043a	1	0	suspect	low
ΑΕΡΟΣ	ΑΕΤΟΣ	0085a	0	0	unseen	low
ΑΣΤΟΣ	ΑΕΤΟΣ	0031a	0	0	unseen	low
ΑΠΟΥΣΙΑΖΑΝ	ΑΠΟΥΣΙΑΣΑΝ	0013a	0	0	unseen	low
ΠΡΟΤΕΡΑΙΟΤΗΤΟΣ	ΠΡΟΤΕΡΑΙΟΤΗΤΕΣ	0083a	1	0	suspect	low
ΕΥΛΟΓΗΜΕΝΕ	ΕΥΛΟΓΗΜΕΝΟ	0013a	0	0	unseen	low
ΤΙΜΙΟΣ	ΤΙΜΙΕΣ	0164a	0	0	unseen	low
ΤΑΞΙΔΕΥΕΙ	ΤΑΞΙΔΕΨΕΙ	0094a	1	0	suspect	low
ΔΥΝΑΜΙΚΕΣ	ΔΥΝΑΜΙΚΟΣ	0013b	1	0	suspect	low
ΛΟΓΓΩΝ	ΛΟΓΙΩΝ	0013b	0	0	unseen	low
ΠΛΟΥΤΙΣΟΥΝ	ΠΛΟΥΤΙΖΟΥΝ	0026a	1	0	suspect	low
ΓΟΝΙΚΗ	ΙΟΝΙΚΗ	0091a	0	0	unseen	low
ΕΞΑΙΡΕΤΙΚΕΣ	ΕΞΑΙΡΕΤΙΚΟΣ	0029b	0	0	unseen	low
ΔΡΟΣΕΡΟΣ	ΔΡΟΣΕΡΕΣ	0121a	0	0	unseen	low
ΠΑΓΙΟ	ΠΑΓΚΟ	0104a	1	0	suspect	low
ΑΣΤΕΓΟ	ΑΣΤΕΙΟ	0015a	0	0	unseen	low
ΠΑΡΟΜΟΙΟΣ	ΠΑΡΟΜΟΙΕΣ	0015b	1	0	suspect	low
ΑΡΑΙΟ	ΑΡΑΤΟ	0052b	1	0	suspect	low
ΑΓΟΡΑΖΟΥΝ	ΑΓΟΡΑΣΟΥΝ	0017a	0	0	unseen	low
ΜΙΑΤΟΥ	ΜΙΛΤΟΥ	0017a	1	0	suspect	low
ΔΟΡΝΑ	ΔΕΡΝΑ	0017a	0	0	unseen	low
ΔΑΔΙΑ	ΛΑΔΙΑ	0151a	0	0	unseen	low
ΛΑΛΙΑ	ΛΑΔΙΑ	0073a	0	0	unseen	low
ΑΛΩΒΗΤΕΣ	ΑΛΩΒΗΤΟΣ	0024b	0	0	unseen	low
ΨΥΧΙΚΟΣ	ΨΥΧΙΚΕΣ	0136a	0	0	unseen	low
ΓΕΩΡΓΙΤΣΙΟΓ	ΓΕΩΡΓΙΤΣΙΟΙ	0018a	0	0	unseen	low
ΠΟΤΕΣ	ΠΟΙΕΣ	0123a	0	0	unseen	low
ΔΕΜΕΝΕΣ	ΔΕΜΕΝΟΣ	0019b	0	0	unseen	low
ΕΜΠΟΔΙΣΕΙ	ΕΜΠΟΔΙΖΕΙ	0019b	0	0	unseen	low
ΤΕΧΝΟΛΟΓΙΚΕΣ	ΤΕΧΝΟΛΟΓΙΚΟΣ	0125a	0	0	unseen	low
ΠΑΡΑΓΩΓΙΚΟΣ	ΠΑΡΑΓΩΓΙΚΕΣ	0021a	1	0	suspect	low
ΚΤΥΠΗΣΕ	ΧΤΥΠΗΣΕ	0022a	0	0	unseen	low
ΑΡΜΑΤΑ	ΑΙΜΑΤΑ	0070a	0	0	unseen	low
ΚΥΡΙΑΡΧΕ	ΚΥΡΙΑΡΧΟ	0135a	0	0	unseen	low
ΑΓΚΑΛΙΑΣΕΙ	ΑΓΚΑΛΙΑΖΕΙ	0023a	0	0	unseen	low
ΡΑΛΟΣ	ΒΑΛΟΣ	0023b	0	0	unseen	low
ΛΙΓΟΣΤΕΣ	ΛΙΓΟΣΤΟΣ	0024b	1	0	suspect	low
ΧΤΥΠΗΣΕΙ	ΚΤΥΠΗΣΕΙ	0171a	0	0	unseen	low
ΜΙΛΑΝΕ	ΜΙΛΑΜΕ	0082a	0	0	unseen	low
ΤΣΕΡΕΤΑ	ΤΣΕΡΣΤΑ	0052b	0	0	unseen	low
ΠΑΝΤΑΖΕΛΟ	ΠΑΝΤΑΞΕΛΟ	0062a	0	0	unseen	low
ΞΑΝΑΖΩΝΤΑΝΕΥΕΙ	ΞΑΝΑΖΩΝΤΑΝΕΨΕΙ	0111a	0	0	unseen	low
ΔΑΛΟΥΔΑ	ΛΑΛΟΥΔΑ	0030b	0	0	unseen	low
ΣΥΣΤΗΜΑΤΙΚΟΣ	ΣΥΣΤΗΜΑΤΙΚΕΣ	0068a	0	0	unseen	low
ΑΝΟΙΧΤΗΣ	ΑΝΟΙΚΤΗΣ	0055a	0	0	unseen	low
ΠΡΟΟΔΕΥΤΙΚΕΣ	ΠΡΟΟΔΕΥΤΙΚΟΣ	0031b	1	0	suspect	low
ΠΕΡΙΔΟΛΙΑ	ΠΕΡΙΔΕΛΙΑ	0130a	0	0	unseen	low
ΧΡΥΣΟΣ	ΧΡΥΣΕΣ	0030b	1	0	suspect	low
ΑΚΑΔΗΜΑΙΚΕΣ	ΑΚΑΔΗΜΑΙΚΟΣ	0143a	0	0	unseen	low
ΔΙΟΡΙΖΕΙ	ΔΙΟΡΙΣΕΙ	0031a	0	0	unseen	low
ΦΩΤΙΖΕ	ΦΩΤΙΣΕ	0083a	1	0	suspect	low
ΡΙΔΙΩΤΙΟΣΑ	ΡΙΔΙΩΤΙΣΣΑ	0032a	0	0	unseen	low
ΓΡΑΦΤΕ	ΓΡΑΦΤΟ	0170a	0	0	unseen	low
ΣΚΟΡΠΙΖΕ	ΣΚΟΡΠΙΣΕ	0038b	0	0	unseen	low
ΤΑΖΙΑ	ΡΑΖΙΑ		0	0	unseen	low
ΘΑΛΑΣΣΗ	ΒΑΛΑΣΣΗ	0102a	0	0	unseen	low
ΠΟΤΙΣΕΙ	ΠΟΤΙΖΕΙ	0035b	0	0	unseen	low
ΜΕΛΛΗ	ΝΕΛΛΗ	0138a	0	0	unseen	low
ΣΗΡΟΚΑΜΠΙΟΥ	ΖΗΡΟΚΑΜΠΙΟΥ	0053b	0	0	unseen	low
ΑΝΤΙΜΕΤΩΠΙΣΕ	ΑΝΤΙΜΕΤΩΠΙΖΕ	0036b	0	0	unseen	low
ΛΕΓΟΝ	ΛΟΓΟΝ	0161a	1	0	suspect	low
ΕΠΙΚΙΝΔΥΝΟΣ	ΕΠΙΚΙΝΔΥΝΕΣ	0066a	0	0	unseen	low
ΙΖΑΝΕΤΑΚΗΣ	ΤΖΑΝΕΤΑΚΗΣ	0119a	0	0	unseen	low
ΨΗΛΟΣ	ΨΗΛΕΣ	0075a	1	0	suspect	low
ΚΕΡΑΣΙΩΝ	ΚΟΡΑΣΙΩΝ	0052a	0	0	unseen	low
ΑΛΕΥΡΟΓ	ΑΛΕΥΡΟΙ	0073a	0	0	unseen	low
ΓΚΟΥΛΑΣ	ΓΙΟΥΛΑΣ	0041b	0	0	unseen	low
ΣΠΑΘΙΑ	ΣΤΑΘΙΑ	0042a	1	0	suspect	low
ΕΥΧΑΡΙΣΤΕΣ	ΕΥΧΑΡΙΣΤΟΣ	0074a	0	0	unseen	low
ΚΑΡΑΛΟΜΗ	ΚΑΡΑΛΕΜΗ	0042a	0	0	unseen	low
ΦΩΝΑΖΑΝ	ΦΩΝΑΞΑΝ	0050b	1	0	suspect	low
ΔΟΥΛΕΥΕΙΣ	ΔΟΥΛΕΨΕΙΣ	0044a	0	0	unseen	low
ΜΕΡΙΑΣ	ΜΟΡΙΑΣ	0044a	0	0	unseen	low
ΒΓΟΥΜΕ	ΒΡΟΥΜΕ	0128a	0	0	unseen	low
ΚΑΤΑΔΙΚΑΖΕ	ΚΑΤΑΔΙΚΑΣΕ	0046a	0	0	unseen	low
ΠΑΝΤΕΖΕΛΟΥ	ΠΑΝΤΟΖΕΛΟΥ	0046b	0	0	unseen	low
ΥΠΟΧΡΕΩΤΙΚΟΣ	ΥΠΟΧΡΕΩΤΙΚΕΣ	0046b	0	0	unseen	low
ΔΙΑΣΚΕΔΑΣΕ	ΔΙΑΣΚΕΔΑΖΕ	0046b	0	0	unseen	low
ΘΑΥΜΑΣΕΙ	ΘΑΥΜΑΖΕΙ	0052b	0	0	unseen	low
ΦΡΑΞΕΙ	ΦΡΑΖΕΙ	0049b	1	0	suspect	low
ΕΚΤΑΚΤΟΣ	ΕΚΤΑΚΤΕΣ	0049b	0	0	unseen	low
ΘΕΡΟΥΣ	ΘΕΙΟΥΣ	0128a	1	0	suspect	low
ΑΠΟΦΑΣΙΣΜΕΝΕΣ	ΑΠΟΦΑΣΙΣΜΕΝΟΣ	0050b	0	0	unseen	low
ΛΑΓΚΑΝΙΔΟΣ	ΛΑΓΚΑΝΙΔΕΣ	0051a	0	0	unseen	low
ΝΟΕΟΠΟΥΛΟΥ	ΝΟΣΟΠΟΥΛΟΥ	0051a	0	0	unseen	low
ΠΑΝΕΛ	ΠΑΝΕΔ	0051a	0	0	unseen	low
ΚΤΥΠΟΥΝ	ΧΤΥΠΟΥΝ	0052b	0	0	unseen	low
ΑΛΛΑΞΕΤΕ	ΑΛΛΑΖΕΤΕ	0053a	1	0	suspect	low
ΧΤΙΣΟΥΝ	ΧΤΙΖΟΥΝ	0055b	1	0	suspect	low
ΚΑΤΑΡΡΑΚΤΗ	ΚΑΤΑΡΡΑΧΤΗ	0055b	0	0	unseen	low
ΓΕΩΡΓΙΤΤΑ	ΓΕΩΡΓΙΤΙΑ	0107a	0	0	unseen	low
ΟΝΟΜΑΖΑΝ	ΟΝΟΜΑΣΑΝ	0109a	0	0	unseen	low
ΤΕΡΑΣΤΙΟΣ	ΤΕΡΑΣΤΙΕΣ	0171a	0	0	unseen	low
ΗΡΘΑΝΕ	ΗΡΘΑΜΕ	0124a	0	0	unseen	low
ΕΧΤΙΖΕ	ΕΧΤΙΣΕ	0070a	0	0	unseen	low
ΧΡΙΣΤΕΣ	ΧΤΙΣΤΕΣ	0148a	0	0	unseen	low
ΜΠΟΥΣΧΟΥ	ΜΠΟΥΣΚΟΥ	0061a	1	0	suspect	low
ΣΤΑΔΡΑ	ΣΙΑΔΡΑ	0073a	0	0	unseen	low
ΜΑΛΟΔΟΥ	ΜΑΛΕΔΟΥ	0062a	0	0	unseen	low
ΤΑΥΤΕΡΟΥ	ΤΑΥΤΕΤΟΥ	0069a	0	0	unseen	low
ΠΑΛΙΚΑ	ΓΑΛΙΚΑ	0065a	0	0	unseen	low
ΚΑΛΛΙΕΡΓΗΜΕΝΟΣ	ΚΑΛΛΙΕΡΓΗΜΕΝΕΣ	0068a	0	0	unseen	low
ΚΟΝΤΕΣ	ΧΟΝΤΕΣ	0069a	0	0	unseen	low
ΝΤΥΜΕΝΕΣ	ΝΤΥΜΕΝΟΣ	0115a	0	0	unseen	low
ΚΤΙΖΟΥΝ	ΧΤΙΖΟΥΝ	0070a	1	0	suspect	low
ΔΟΚΙΜΕΣ	ΔΟΚΙΜΟΣ	0146a	0	0	unseen	low
ΑΓΑΠΗΣΟΥΝΕ	ΑΓΑΠΗΣΟΥΜΕ	0072a	0	0	unseen	low
ΧΕΡΗΣ	ΚΕΡΗΣ	0172a	0	0	unseen	low
ΜΠΙΡΜΠΙΑΝΕ	ΜΠΙΡΜΠΙΑΝΣ	0073a	0	0	unseen	low
ΑΥΡΑΣ	ΑΥΤΑΣ	0016b	0	0	unseen	low
ΠΛΗΜΜΥΡΙΣΕΙ	ΠΛΗΜΜΥΡΙΖΕΙ	0077a	0	0	unseen	low
ΠΙΣΤΗΝ	ΠΙΣΤΗΜ	0079a	0	0	unseen	low
ΞΑΝΑΡΧΙΖΕ	ΞΑΝΑΡΧΙΣΕ	0117a	0	0	unseen	low
ΚΑΡΑΠΙΠΕΡΗ	ΚΑΡΑΠΙΤΕΡΗ	0079a	0	0	unseen	low
ΡΑΣΙΙΑΣ	ΡΑΣΙΤΑΣ	0148a	0	0	unseen	low
ΞΩΤΕΡΙΚ	ΣΩΤΕΡΙΚ	0169a	0	0	unseen	low
ΠΡΟΚΑΛΟ	ΠΡΟΚΑΛΕ	0083a	0	0	unseen	low
ΟΝΤΩΣ	ΟΥΤΩΣ	0137a	0	0	unseen	low
ΑΠΟΣΤΡΑΤΕΥΘΗ	ΑΠΕΣΤΡΑΤΕΥΘΗ	0129a	0	0	unseen	low
ΘΡΙΣΙΩΤΙΚΑ	ΒΡΙΣΙΩΤΙΚΑ	0027b	0	0	unseen	low
ΕΠΙΣΗΜΟΣ	ΕΠΙΣΗΜΕΣ	0161a	0	0	unseen	low
ΣΟΥΛΛΑΚΙΑ	ΣΟΥΔΛΑΚΙΑ	0098a	0	0	unseen	low
ΣΙΑΒΓΑ	ΣΙΑΒΡΑ	0150a	0	0	unseen	low
ΤΟΝΟΣ	ΓΟΝΟΣ	0173a	0	0	unseen	low
ΜΑΛΤΑΣ	ΜΑΛΙΑΣ	0143a	1	0	suspect	low
ΚΑΓΙΑ	ΚΑΠΙΑ	0113a	1	0	suspect	low
ΘΑΥΜΑΣΙΟΣ	ΘΑΥΜΑΣΙΕΣ	0120a	1	0	suspect	low
ΠΕΥΘΥΝΕΣ	ΠΕΥΘΥΝΟΣ	0162a	0	0	unseen	low
ΠΕΡΝΑΓΕ	ΠΕΡΝΑΤΕ	0121a	0	0	unseen	low
ΤΟΥΓΕΤΟΥ	ΤΣΥΓΕΤΟΥ	0123a	0	0	unseen	low
ΑΝΟΙΧΤΟΥ	ΑΝΟΙΚΤΟΥ	0124a	0	0	unseen	low
ΔΙΑΤΗΡΟ	ΔΙΑΤΗΡΕ	0172a	0	0	unseen	low
ΤΙΑΝΝΑΚΑΚΗΣ	ΠΙΑΝΝΑΚΑΚΗΣ		0	0	unseen	low
ΛΑΚΚΟΣ	ΛΑΙΚΟΣ	0150a	1	0	suspect	low
ΚΑΠΟΡΕΙΟΥ	ΚΑΤΟΡΕΙΟΥ	0170a	0	0	unseen	low
ΑΓΕΡΙ	ΑΓΟΡΙ	0007b,0028b,0033a,0045a,0073a	2	0	suspect	low
ΓΕΜΑΤΟΣ	ΓΟΜΑΤΟΣ	0008b,0061a,0086a,0117a,0123a,0155a	3	0	suspect	low
ΕΠΙΣΚΕΥΗ	ΕΠΙΣΚΕΨΗ	0022a,0035a,0036b,0045a,0052b,0058b,0065a,0072a,0076a,0134a,0138a,0159a	4	0	suspect	low
ΕΙΔΙΚΕΣ	ΕΙΔΙΚΟΣ	0057b,0079a,0087a,0125a,0164a	0	0	unseen	low
ΑΡΜΟΔΙΟΣ	ΑΡΜΟΔΙΕΣ	0032b,0104a,0125a,0149a	2	0	suspect	low
ΑΝΤΙΜΕΤΩΠΙΣΕΙ	ΑΝΤΙΜΕΤΩΠΙΖΕΙ	0005a,0016b,0088a,0092a	0	0	unseen	low
ΡΟΔΟΣ	ΡΟΛΟΣ	0118a,0129a,0132a,0174a	0	0	unseen	low
ΠΟΙΩΝ	ΠΟΡΩΝ	0018b,0106a,0172a	1	0	suspect	low
ΣΥΓΧΡΟΝΟΣ	ΣΥΓΧΡΟΝΕΣ	0019a,0020b,0032a,0053a,0128a	5	0	suspect	low
ΥΠΕΝΘΥΜΙΣΟΥΜΕ	ΥΠΕΝΘΥΜΙΖΟΥΜΕ	0035b,0104a,0124a	0	0	unseen	low
ΔΟΣΗΣ	ΔΕΣΗΣ	0007a,0023a,0172a	0	0	unseen	low
ΠΟΙΟΥΣ	ΠΟΡΟΥΣ	0012b,0086a,0088a	2	0	suspect	low
ΕΣΩΤΕΡΙΚΑ	ΕΞΩΤΕΡΙΚΑ	0088a,0105a,0107a	0	0	unseen	low
ΜΕΡΑΣ	ΜΕΓΑΣ	0035a,0086a,0108a	2	0	suspect	low
ΦΕΡΕΤΡΟ	ΘΕΡΕΤΡΟ	0024b,0089a,0091a	1	0	suspect	low
ΣΤΑΦΤΗ	ΣΠΑΦΤΗ	0027b,0035b,0104a	0	0	unseen	low
ΚΥΡΙΟ	ΚΥΡΙΕ	0009a,0014b,0017a,0017b,0019a,0019b,0021a,0029b,0032a,0035a,0039b,0049a,0051a,0064a,0088a,0140a,0142a	13	0	suspect	low
ΒΓΗΚΑΝ	ΒΡΗΚΑΝ	0006a,0048a,0068a,0118a	0	0	unseen	low
ΣΤΕΦΑΝΟ	ΣΤΕΦΑΝΕ	0006a,0008a,0020a,0024b,0048a	1	0	suspect	low
ΠΑΤΡΙΔΕΣ	ΠΑΤΡΙΔΟΣ	0005b,0050b,0092a,0138a	3	0	suspect	low
ΠΟΝΟΥΣ	ΤΟΝΟΥΣ	0007b,0008a,0042b,0082a	2	0	suspect	low
ΤΡΩΜΕ	ΤΡΩΝΕ	0015a,0015b,0042b	1	0	suspect	low
ΑΕΙΜΝΗΣΤΕ	ΑΕΙΜΝΗΣΤΟ	0042a	0	0	unseen	low
ΠΛΟΥΣΙΕΣ	ΠΛΟΥΣΙΟΣ	0074a,0084a,0101a,0103a	0	0	unseen	low
ΑΙΩΝΩΝ	ΑΓΩΝΩΝ	0026a,0048a,0094a	2	0	suspect	low
ΦΟΡΟΣ	ΦΟΒΟΣ	0086a,0097a,0099a,0130a	2	0	suspect	low
ΖΑΧΑΡΙΑΣ	ΣΑΧΑΡΙΑΣ	0003a,0175a	2	0	suspect	low
ΡΕΜΑΤΑ	ΓΕΜΑΤΑ	0013b,0177a	1	0	suspect	low
ΧΤΙΖΕΙ	ΚΤΙΖΕΙ	0042b,0137a	0	0	unseen	low
ΚΤΙΣΕΙ	ΚΤΙΖΕΙ	0130a,0143a	1	0	suspect	low
ΜΟΝΙΜΟΣ	ΜΟΝΙΜΕΣ	0039a,0056b	0	0	unseen	low
ΑΠΛΟΣ	ΑΠΛΕΣ	0005a,0042a	0	0	unseen	low
ΟΔΟΨΥΧΑ	ΟΔΟΥΥΧΑ		0	0	unseen	low
ΟΛΟΥΥΧΑ	ΟΔΟΥΥΧΑ		0	0	unseen	low
ΑΝΟΙΚΤΗ	ΑΝΟΙΧΤΗ	0080a,0087a	1	0	suspect	low
ΣΧΗΜΑΤΙΣΕΙ	ΣΧΗΜΑΤΙΖΕΙ	0007a,0176a	1	0	suspect	low
ΓΝΩΡΙΣΑ	ΓΝΩΡΙΖΑ	0054a,0137a	1	0	suspect	low
ΚΑΘΟΡΙΣΕΙ	ΚΑΘΟΡΙΖΕΙ	0008a,0039b	0	0	unseen	low
ΤΕΧΝΙΚΟΣ	ΤΕΧΝΙΚΕΣ	0025a,0046b	1	0	suspect	low
ΓΑΛΙΚΑ	ΤΑΛΙΚΑ	0074a,0082a	0	0	unseen	low
ΕΔΙΚΟ	ΟΔΙΚΟ	0052a,0069a	0	0	unseen	low
ΚΥΡΙΟΤΕΡΟΣ	ΚΥΡΙΟΤΕΡΕΣ	0017a,0166a	0	0	unseen	low
ΘΥΣΙΑΣ	ΟΥΣΙΑΣ	0026a,0170a	2	0	suspect	low
ΙΚΑΝΟΠΟΙΗΜΕΝΕΣ	ΙΚΑΝΟΠΟΙΗΜΕΝΟΣ	0061a,0063a	0	0	unseen	low
ΑΘΛΗΤΙΚΕΣ	ΑΘΛΗΤΙΚΟΣ	0018b,0038a	0	0	unseen	low
ΠΙΝΑΜΕ	ΓΙΝΑΜΕ	0019a,0147a	1	0	suspect	low
ΧΑΝΕΤΕ	ΚΑΝΕΤΕ	0021a,0166a	0	0	unseen	low
ΠΑΠΑΓΟΥ	ΠΑΝΑΓΟΥ	0022a,0055a	2	0	suspect	low
ΠΡΑΓΜΑΤΙΚΕΣ	ΠΡΑΓΜΑΤΙΚΟΣ	0029b,0036b	1	0	suspect	low
ΑΡΧΙΖΟΥΜΕ	ΑΡΧΙΣΟΥΜΕ	0049a,0090a	1	0	suspect	low
ΚΤΙΖΕΤΑΙ	ΧΤΙΖΕΤΑΙ	0027a,0152a	0	0	unseen	low
ΠΛΑΤΕΣ	ΠΛΑΤΟΣ	0032b,0130a	1	0	suspect	low
ΑΘΑΝΑΤΕΣ	ΑΘΑΝΑΤΟΣ	0148a,0152a	0	0	unseen	low
ΧΑΡΑΚΤΗΡΙΣΕΙ	ΧΑΡΑΚΤΗΡΙΖΕΙ	0171a,0177a	1	0	suspect	low
ΝΟΜΙΣΕΤΕ	ΝΟΜΙΖΕΤΕ	0148a,0152a	0	0	unseen	low
ΓΑΠΗΜΕΝΟ	ΓΑΠΗΜΕΝΕ	0071a,0128a	2	0	suspect	low
ΑΝΕΧΩΡΗΣΕ	ΑΠΕΧΩΡΗΣΕ	0073a,0151a	0	0	unseen	low
ΣΤΕΡΙΑ	ΣΤΕΡΚΑ	0004b,0020b	1	0	suspect	low
ΧΩΡΕΣ	ΧΩΡΟΣ	0005a,0014a,0017b,0023a,0028a,0030b,0031a,0032a,0044b,0047b,0051a,0054a,0079a,0084a,0097a,0099a,0106a,0118a,0173a	5	0	suspect	low
ΠΑΡΟΥΣΙΑΣΕΙ	ΠΑΡΟΥΣΙΑΖΕΙ	0008b,0028b,0029b,0036b,0055b,0074a,0144a	4	0	suspect	low
ΛΕΥΚΑ	ΛΟΥΚΑ	0006a,0060a,0062a,0155a,0179a	1	0	suspect	low
ΠΙΤΣΑ	ΝΙΤΣΑ	0018b,0020b,0038a,0039a	4	0	suspect	low
ΑΡΧΙΣΕΙ	ΑΡΧΙΖΕΙ	0005a,0014b,0023b,0035a,0035b,0050b,0053a,0054b,0058b,0085a,0090a,0094a,0104a,0116a,0119a,0124a,0141a,0143a,0170a,0177a	4	0	suspect	low
ΜΑΚΗΣ	ΜΑΧΗΣ	0005b,0028b,0039a,0051a,0054b,0055a,0074a,0138a,0154a	7	0	suspect	low
ΝΙΚΟΛΑΟ	ΝΙΚΟΛΑΣ	0038a,0058b,0078a,0097a,0099a,0114a,0176a	3	0	suspect	low
ΓΙΝΟΥΜΕ	ΠΙΝΟΥΜΕ	0013b,0019b,0027b,0117a,0122a,0146a	4	0	suspect	low
ΣΚΛΗΡΟΣ	ΣΚΛΗΡΕΣ	0004b,0038b	1	0	suspect	low
ΜΕΡΑΚΙ	ΝΕΡΑΚΙ	0095a,0171a,0174a	0	0	unseen	low
ΔΗΜΟΤΙΚΟΣ	ΔΗΜΟΤΙΚΕΣ	0022a,0078a,0161a	0	0	unseen	low
ΡΕΥΜΑΤΑ	ΓΕΥΜΑΤΑ	0044a,0084a,0128a	0	0	unseen	low
ΔΟΣΗΣ	ΔΟΞΗΣ	0007a,0023a,0172a	0	0	unseen	low
ΚΟΡΙΑ	ΚΕΡΙΑ	0008a,0028a,0148a	0	0	unseen	low
ΠΟΛΥΑΓΑΠΗΜΕΝΟ	ΠΟΛΥΑΓΑΠΗΜΕΝΕ	0023a,0030b,0115a	1	0	suspect	low
ΤΟΠΟΙ	ΤΟΝΟΙ	0017b,0101a,0115a	2	0	suspect	low
ΜΟΝΑΧΕΣ	ΜΟΝΑΧΟΣ	0018b,0029b,0084a	1	0	suspect	low
ΕΦΑΡΜΟΣΕΙ	ΕΦΑΡΜΟΖΕΙ	0022a,0025b,0064a	0	0	unseen	low
ΔΗΜΙΟΥΡΓΕ	ΔΗΜΙΟΥΡΓΟ	0106a,0128a	1	0	suspect	low
ΣΤΕΓΑΝΑ	ΣΤΕΡΑΝΑ	0035b,0147a	2	0	suspect	low
ΕΣΩΤΕΡΙΚΗ	ΕΞΩΤΕΡΙΚΗ	0036b,0043b,0095a	1	0	suspect	low
ΕΞΟΔΟ	ΕΣΟΔΟ	0050b,0058b,0124a	1	0	suspect	low
ΠΑΓΕΤΟ	ΠΑΓΕΡΟ	0051a,0118a,0133a	1	0	suspect	low
ΑΙΤΙΑ	ΑΡΤΙΑ	0016b,0024a,0033a,0050b,0055b,0067a,0074a,0092a	3	0	suspect	low
ΖΑΧΑΡΙΚΗΣ	ΣΑΧΑΡΙΚΗΣ	0004b,0060a,0068a,0078a,0090a,0094a	0	0	unseen	low
ΑΓΡΟΤΙΚΕΣ	ΑΓΡΟΤΙΚΟΣ	0024b,0025b,0028b,0098a,0136a,0139a	2	0	suspect	low
ΠΕΙΝΑ	ΠΕΡΝΑ	0004a,0038b,0102a	3	0	suspect	low
ΒΛΕΠΩ	ΕΛΕΠΩ	0006a,0043a,0122a,0166a	1	0	suspect	low
ΓΕΡΝΟΥΝ	ΠΕΡΝΟΥΝ	0024b,0046b,0060a,0074a,0179a	1	0	suspect	low
ΣΥΝΕΧΙΣΟΥΝ	ΣΥΝΕΧΙΖΟΥΝ	0007b,0053a,0155a,0173a	2	0	suspect	low
ΜΑΖΕΨΟΥΝ	ΜΑΖΕΥΟΥΝ	0043b,0064a,0115a	2	0	suspect	low
ΧΑΡΟΥΜΕΝΕΣ	ΧΑΡΟΥΜΕΝΟΣ	0058a,0085a,0159a,0160a	2	0	suspect	low
